IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,Mundka-DPCC,Pusa-DPCC,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
36.91,21.18,30.3,5.47,22.7,26.204,62.22,29.4,29.5,21.47,32.9,10.2,37.0,35.0,22.537692307692303,18.6,12.68,27.07,6.75,37.58,49.58,64.03,33.15,30.12,16.3
35.71,18.23,27.48,4.95,23.12,24.768,60.67,31.02,28.73,23.02,33.0,10.38,39.42,35.5,31.32,19.6,13.57,30.4,6.68,39.28,53.6,61.67,31.37,27.85,18.07
34.38,17.2,26.22,5.32,23.65,20.5375,57.98,30.25,28.55,24.27,31.57,10.68,41.17,35.67,31.52,27.0,17.7,26.65,6.68,41.73,55.5,60.45,25.63,27.27,19.05
33.78,13.2,24.77,5.18,23.3,20.555,57.42,30.7,33.62,27.35,29.53,10.25,43.17,36.88,31.62,27.9,22.78,30.75,5.3,48.7,61.8,59.25,29.06,31.35,28.75
32.59,13.53,28.88,4.8,24.7,0.2,49.58,28.1,38.6,38.75,30.68,9.65,40.92,36.62,32.6,25.85,23.5,27.27,4.97,58.33,66.17,56.73,36.29,32.48,30.55
31.68,17.27,44.98,4.9,28.25,0.88,57.2,27.38,33.42,44.83,36.45,9.62,37.73,37.92,25.98,25.92,20.3,30.65,4.5,64.05,67.25,55.8,45.5,31.18,28.3
34.64,18.98,45.58,4.6,27.32,0.3,64.17,27.88,30.35,47.98,35.53,9.7,37.73,36.73,25.67,21.15,18.2,31.25,5.03,65.92,67.0,57.08,43.89,32.85,22.58
33.9,17.762857142857147,42.48,4.65,26.83,20.0,62.8,28.3,31.12,59.12,35.27,9.62,36.85,36.83,25.2,21.75,19.38,31.52,5.67,62.0,64.6,56.83,51.58,36.27,15.03
30.8,23.75,34.0,4.8,26.67,0.3,54.62,28.97,31.75,67.55,38.42,9.23,34.62,36.7,24.25,25.2,21.7,31.62,5.53,65.4,61.43,56.95,56.05,40.23,14.93
27.97,22.05,28.55,4.57,26.62,0.35,50.83,29.5,38.45,54.35,47.25,9.52,32.2,36.98,26.73,24.52,28.25,32.1,5.62,61.6,57.88,57.0,64.18,36.62,15.07
19.28,19.75,26.77,4.17,26.25,0.1,51.57,31.45,32.38,47.9,36.57,9.48,29.9,37.42,27.0,31.25,34.55,34.67,5.5,59.57,55.1,54.55,58.69,34.25,16.4
12.35,14.15,25.05,4.0,24.32,24.605999999999998,51.38,32.47,29.9,45.6,29.65,9.7,29.6,36.72,26.15,26.25,34.83,34.3,4.5,56.6,52.95,52.28,48.55,36.03,19.23
12.99,13.32,28.12,4.25,23.15,27.23,47.67,30.2,31.1,42.23,30.9,9.8,28.48,37.2,25.05,24.8,28.42,35.4,4.32,53.62,78.92,48.55,40.16,33.42,17.6
24.71,12.72,46.77,5.12,23.3,27.5125,50.73,30.33,33.85,38.53,30.55,9.75,27.73,36.42,19.5,25.35,20.48,36.12,4.25,49.62,97.68,49.55,41.66,34.47,17.23
23.27,13.32,47.65,5.43,22.85,21.594,54.17,29.57,34.08,35.62,27.5,9.7,26.5,36.52,20.85,22.07,16.98,38.2,4.65,44.22,107.78,47.73,34.98,35.38,15.07
28.96,18.62,43.62,6.28,22.23,20.01,53.08,31.35,32.75,34.48,25.0,10.05,26.23,37.25,20.73,19.43,16.08,39.85,6.08,43.02,109.33,38.75,35.7,36.12,13.62
32.82,20.9,33.33,5.85,21.75,19.394,49.62,33.4,31.6,33.75,24.62,10.38,25.35,36.95,19.88,21.23,16.35,38.43,6.38,41.67,44.70076923076923,27.05,32.33,38.15,14.9
31.09,19.4,28.7,6.17,21.1,17.45,50.5,36.03,30.77,31.62,24.08,10.0,25.0,38.5,22.35,21.45,18.1,39.02,6.28,41.52,44.18538461538461,22.88,27.61,36.2,15.5
31.22,17.88,26.12,6.85,20.88,17.175,52.62,35.92,30.72,32.6,23.4,10.2,25.35,38.77,21.85,28.15,23.48,38.0,6.2,41.48,43.564285714285724,48.25,25.19,31.18,16.85
30.96,12.93,25.6,7.42,24.0,16.30666666666667,58.38,36.15,31.25,35.38,25.62,10.53,30.82,40.83,23.48,30.4,28.6,39.12,5.28,48.25,44.424285714285716,62.57,24.35,32.55,21.75
31.12,13.9,35.2,7.18,18.95,17.916666666666668,50.8,37.95,30.33,43.45,37.85,9.7,31.0,45.45,22.15,25.55,,50.9,4.8,50.6,45.4,57.9,25.03,43.6,14.4
30.59,13.55,31.67,4.73,17.75,17.974999999999998,45.42,33.4,30.52,37.7,32.3,10.28,23.62,38.98,17.3,24.05,28.68,33.42,4.5,39.7,41.46333333333334,56.33,25.5,35.82,14.22
32.11,13.82,32.2,4.93,17.48,18.860000000000003,48.68,30.95,29.38,30.7,28.35,10.47,19.23,35.33,21.25,21.53,19.82,29.85,4.42,35.77,42.925000000000004,53.48,26.53,30.6,13.97
32.53,19.02,34.02,4.73,17.52,19.585,51.9,30.35,28.27,27.38,28.77,10.12,18.43,35.15,20.65,16.95,15.7,29.4,6.0,32.6,43.285833333333336,51.0,26.4,29.1,14.7
33.67,20.57,29.55,5.97,18.12,20.461666666666666,52.23,30.12,27.2,25.98,28.12,10.25,18.75,35.98,20.23,16.8,14.0,29.7,6.28,31.57,43.11166666666666,50.95,25.46,28.75,17.65
33.68,19.25,27.38,6.17,19.02,19.513333333333332,48.42,31.18,27.92,26.93,26.57,10.78,20.65,35.62,21.77,17.98,12.9,30.65,6.35,31.43,45.035,51.67,24.3,29.58,15.45
33.48,17.9,25.98,6.4,18.98,15.748,44.75,31.1,28.67,24.72,25.58,10.8,21.98,35.25,21.93,26.17,14.55,28.65,6.17,32.18,44.28769230769231,50.88,20.42,28.5,16.2
32.31,12.8,25.17,6.02,19.08,16.31,42.57,31.45,28.2,22.98,24.4,10.95,23.27,36.12,22.57,27.53,17.02,31.55,5.12,34.5,46.050769230769234,50.45,20.43,29.38,18.93
26.12,11.3,25.2,5.2,19.1,13.658333333333331,39.67,31.75,27.03,21.93,24.32,10.93,22.88,35.62,22.72,23.77,19.05,27.8,5.68,37.27,105.95,50.75,23.39,29.8,18.65
28.3,11.03,25.93,4.72,18.75,14.08,39.98333333333333,31.8,26.8,21.82,25.62,11.0,23.53,36.3,18.52,23.0,19.45,29.4,5.65,41.23,79.58,50.53,22.65,29.1,16.88
32.16,11.32,31.47,4.73,18.6,13.976666666666667,45.98,31.2,27.48,21.2,26.43,11.12,25.02,36.2,20.45,25.27,20.55,30.27,6.25,44.95,61.6,51.27,20.8,27.17,16.73
33.85,16.2,35.12,4.8,18.48,16.59,50.27,30.05,27.48,22.15,25.7,11.35,26.07,36.83,20.35,24.45,21.27,29.65,8.78,43.92,47.17,49.28,20.1,29.18,16.7
34.25,20.32,30.08,5.17,19.15,13.741666666666667,53.33,29.5,27.35,24.9,23.15,11.0,24.75,36.2,20.62,30.3,22.12,29.28,10.07,43.08,38.2,47.53,20.69,29.05,15.18
33.67,19.88,26.27,4.85,18.9,13.636666666666665,48.15,29.1,29.17,26.32,20.8,11.12,23.98,36.15,22.68,35.42,28.77,27.9,10.83,41.3,39.45,47.92,20.32,28.75,15.9
33.9,18.88,24.97,4.83,19.23,18.75,45.52,28.27,27.8,25.15,19.12,11.15,24.02,36.3,24.88,31.23,41.1,27.25,10.45,42.15,42.2,45.6,19.24,25.48,16.6
31.79,13.32,24.92,4.5,19.42,21.361666666666665,43.95,27.93,26.62,25.02,18.72,11.2,23.82,35.85,24.35,30.187333333333342,36.3,27.2,7.25,45.7,42.3,45.08,17.65,25.38,19.18
30.8,13.15,26.02,5.78,20.38,23.261666666666667,38.6,27.9,26.75,25.25,18.75,11.55,22.58,36.05,25.55,29.408666666666665,22.5,28.6,6.45,45.47,42.53,46.78,15.24,25.65,19.88
28.64,9.97,26.35,5.97,21.45,21.433333333333334,42.17,28.0,26.45,25.98,19.27,11.23,22.95,36.08,21.1,24.85,15.07,27.98,6.65,41.23,44.17,45.35,18.82,25.68,17.67
33.55,10.57,28.85,7.45,20.82,19.17166666666667,44.4,28.45,27.2,25.93,19.17,11.35,21.55,34.8,22.23,22.2,8.6,29.4,6.98,38.67,46.85,43.0,25.01,24.65,17.57
35.87,13.7,33.55,7.92,20.52,18.146666666666665,45.75,28.32,27.12,26.02,18.07,11.12,21.52,35.52,22.62,18.8,8.93,28.1,9.45,37.83,46.92,39.35,24.13,25.28,15.15
37.57,22.0,29.27,8.67,19.85,17.813333333333333,47.38,27.57,27.65,24.62,16.38,11.12,22.6,33.82,21.9,17.75,10.08,26.98,10.57,36.42,45.88,35.6,21.34,24.62,15.5
32.22,22.15,25.3,10.25,20.48,16.448333333333334,44.42,28.48,29.27,24.38,15.85,11.45,23.8,33.25,23.9,19.45,12.35,27.12,11.07,37.57,46.8,27.8,19.24,24.77,16.12
33.48,20.2,24.32,8.53,20.27,16.518571428571427,46.45,27.8,27.5,24.05,15.98,11.52,26.73,33.1,24.3,26.95,15.1,26.95,11.73,39.45,51.88,20.45,16.76,20.77,16.77
34.62,15.32,24.48,12.7,24.08,15.52714285714286,52.45,27.55,29.68,26.1,17.88,12.6,30.12,35.62,25.62,31.98,21.48,29.0,9.57,47.1,50.58,21.38,14.36,22.18,19.73
30.23,15.0,30.0,13.98,20.55,16.599999999999998,46.5,31.8,30.88,39.5,24.65,10.65,33.7,44.25,24.27,25.5,,40.1,7.95,52.7,52.3,21.2,14.09,36.45,22.67
33.69,15.03,27.35,12.57,17.48,16.672857142857143,40.9,28.52,33.95,36.95,23.4,11.72,24.97,37.77,20.2,23.33,25.62,29.32,8.02,38.7,43.45,22.43,14.18,32.12,17.45
36.45,14.0,27.4,11.9,17.0,17.48,42.22,26.85,30.65,32.73,24.3,11.8,21.17,34.42,22.6,22.77,18.33,25.65,7.85,35.4,39.33,38.33,14.77,29.95,15.73
32.7,18.83,29.88,9.85,18.3,18.415714285714284,41.45,26.8,27.62,27.93,22.75,11.68,17.15,34.17,21.77,19.8,14.73,24.12,10.85,32.53,37.45,54.3,16.2,27.38,14.57
33.91,24.02,28.88,10.03,15.53,19.254285714285714,48.88,25.38,29.85,26.27,21.43,11.72,14.28,34.12,23.3,17.38,13.38,22.38,12.4,32.12,36.62,55.08,20.35,26.2,15.9
33.77,21.57,26.7,9.7,19.1,17.94142857142857,51.22,25.5,29.38,28.05,21.45,12.05,20.5,31.85,25.40666666666667,19.6,12.6,25.55,12.78,32.9,37.62,59.17,20.62,26.0,17.43
27.73,19.27,25.02,7.83,19.7,14.661666666666667,50.15,26.83,29.3,23.75,20.43,12.45,24.05,34.7,25.66533333333333,27.83,11.72,23.83,13.32,33.95,39.0,50.3,18.38,23.4,16.43
16.93,13.25,24.55,6.17,20.35,14.648333333333333,53.62,28.25,28.32,23.93,21.02,12.1,29.9,34.92,26.56066666666667,31.98,13.15,23.2,10.2,35.2,41.12,47.73,23.4,25.05,16.77
20.42,11.82,24.42,5.5,21.53,12.631428571428572,46.23,28.9,28.15,26.62,25.8,12.12,31.6,34.32,27.68733333333333,30.73,21.83,21.12,8.82,38.08,44.2,53.17,25.55,28.85,21.45
22.88,11.32,24.15,5.0,23.48,12.961428571428572,48.58,29.1,29.67,26.35,31.6,12.25,48.08,34.58,25.3,28.98,22.9,22.17,8.85,42.12,71.3,57.25,21.48,31.62,22.07
24.41,11.95,29.88,4.72,25.92,12.613333333333335,51.35,26.92,28.5,28.58,36.17,12.78,33.54071428571428,34.85,25.7,29.27,21.7,28.82,8.55,47.4,132.97,55.73,20.12,31.3,20.58
34.87,18.3,34.22,4.72,27.75,15.4175,56.73,25.85,28.27,27.93,35.95,13.43,37.87857142857143,36.17,26.3,24.52,19.85,32.05,10.9,49.33,196.45,58.05,21.62,32.17,19.43
34.36,24.77,29.95,4.18,29.55,12.394,55.62,25.73,27.77,31.12,43.78,13.53,23.12,35.45,26.08,24.75,18.82,29.83,13.22,46.85,123.08,52.28,23.14,31.68,19.35
34.9,22.3,26.45,4.68,30.25,12.538,49.42,24.9,27.73,29.93,47.27,12.9,16.75,34.18,28.82,29.98,18.05,29.5,14.47,46.3,106.12,53.33,24.16,29.98,20.18
34.33,23.85,23.97,4.65,29.65,18.76666666666667,45.05,24.32,27.5,31.8,45.73,12.5,13.95,35.1,31.73,35.07,19.5,35.3,15.17,49.73,97.17,56.62,23.99,26.75,18.23
41.64,16.1,23.33,4.3,27.02,20.926666666666666,42.6,24.22,28.2,31.83,37.7,12.68,11.75,34.15,31.38,32.23,27.55,33.85,11.7,51.32,86.15,60.35,23.87,26.58,17.77
30.29,13.62,25.68,4.9,27.43,23.136666666666667,37.78,24.88,28.7,33.42,28.95,12.8,13.3,33.95,30.3,28.95,25.2,32.47,8.45,48.53,74.07,64.25,22.898125,27.08,20.27
26.61,12.85,25.02,5.9,28.57,77.69666666666667,41.95,24.8,30.02,31.62,26.47,12.9,13.3,35.83,24.5,27.33,17.62,36.95,8.15,45.1,74.35,65.02,24.468125,27.83,21.38
28.73,12.53,25.8,4.93,27.33,42.13,48.77,23.85,36.9,31.88,27.15,12.93,12.3,34.6,26.15,28.62,14.43,36.7,8.0,43.4,73.85,71.18,29.2125,27.35,19.48
31.16,20.0,31.72,5.73,26.32,28.032857142857146,49.17,24.47,42.33,34.4,27.05,12.9,13.07,34.35,27.57,25.28,12.65,37.02,10.43,41.12,65.5,73.32,26.26,27.1,17.67
33.41,27.17,29.53,6.12,24.48,25.400000000000002,49.22,24.17,41.85,32.6,26.57,13.0,12.9,34.83,28.43,25.27,11.4,36.9,12.85,42.45,64.3,71.6,26.62,28.3,15.42
36.38,22.35,24.77,7.92,23.82,23.428571428571434,46.77,26.62,35.52,27.12,25.7,12.9,13.42,36.75,25.73,26.95,9.75,37.85,13.8,42.5,63.6,71.93,24.68,27.2,13.92
36.15,20.48,22.77,6.03,22.55,22.035714285714285,46.2,23.82,34.77,26.68,23.85,11.6,12.8,33.03,23.15,30.62,9.93,38.67,13.62,35.3,58.58,67.53,25.9,21.65,14.25
34.86,14.82,22.7,6.55,27.52,20.195714285714285,50.15,23.05,35.28,30.5,22.05,11.35,12.22,35.98,23.85,32.6,19.62,40.8,12.05,42.7,58.02,67.15,23.9,21.4,16.57
37.28,14.3,30.65,5.0,20.55,21.192857142857143,45.8,29.35,32.5,50.15,30.5,9.6,29.7,42.0,23.15,24.15,,51.4,7.75,51.5,51.1,66.5,22.89,42.9,19.85
34.55,13.1,27.08,4.1,18.73,21.580000000000002,40.55,25.4,32.1,40.45,28.15,10.2,23.95,32.38,17.1,20.95,30.23,31.05,7.08,37.15,50.38,61.08,22.06,34.92,16.1
34.62,12.8,25.2,4.7,18.3,22.13,46.2,25.0,29.82,29.3,23.1,9.8,18.95,28.05,19.8,19.8,19.38,29.4,6.35,33.65,56.85,55.1,25.720666666666666,30.75,13.35
20.7,20.5,31.28,4.88,17.85,22.302857142857142,52.05,21.58,35.55,24.4,24.82,9.78,14.65,28.38,21.18,17.07,15.62,31.28,8.82,32.38,60.75,54.42,26.55,28.05,12.5
32.22,24.88,30.88,5.67,16.12,22.625714285714288,49.52,18.33,32.3,24.72,25.82,10.3,11.93,26.08,21.62,15.47,14.53,29.9,11.15,30.52,58.95,44.2,29.41,27.67,13.3
33.88,22.17,27.2,7.08,17.33,21.077142857142857,48.1,18.82,33.0,24.98,24.0,10.62,9.3,28.62,22.62,14.43,14.75,33.58,11.82,28.88,59.5,54.58,35.16,27.15,15.12
36.14,18.65,24.62,6.47,17.48,18.133333333333336,42.23,17.52,34.45,19.72,23.7,10.82,9.05,31.6,22.8,28.12,12.8,29.23,12.12,27.97,63.17,47.75,27.32,23.98,14.93
34.64,13.22,23.35,6.18,19.15,18.161666666666665,40.05,16.7,35.3,18.65,23.05,10.98,8.43,33.03,24.48,34.65,11.82,34.25,10.07,27.98,61.95,41.67,27.91,21.92,14.7
35.28,11.82,24.38,5.97,19.53,15.378571428571428,34.7,16.88,36.8,22.6,24.8,11.3,7.58,32.8,25.05,29.73,13.85,23.07,7.28,30.0,59.53,47.45,27.22,23.15,18.0
36.13,10.2,25.38,5.47,20.35,15.695714285714287,34.08,18.33,37.67,19.53,27.62,11.62,7.53,32.58,21.43,27.38,15.32,29.8,7.53,34.62,60.08,56.8,24.51,25.08,20.5
35.52,9.82,23.93,5.53,21.12,15.384285714285715,35.2,19.17,39.4,19.17,29.32,12.25,9.53,33.35,23.88,28.12,15.97,28.6,7.3,38.82,58.72,50.23,25.69,26.9,19.35
35.2,17.6,26.42,5.57,21.62,18.161666666666665,38.22,19.55,40.22,21.82,29.33,12.03,11.15,33.75,23.12,24.62,15.5,28.15,9.45,44.25,62.83,53.27,24.75,27.4,18.8
32.73,29.45,28.4,5.7,20.3,15.850000000000003,47.65,20.62,41.17,22.3,27.43,11.6,8.0,33.55,26.5,22.73,13.73,27.33,12.1,49.67,63.17,54.85,21.51,29.38,17.88
32.22,29.45,24.48,6.4,20.8,15.195714285714287,52.55,22.1,39.27,21.98,25.55,10.5,6.97,40.2,28.88,31.73,15.05,26.73,12.85,51.43,64.8,50.88,23.1,26.95,21.706923076923076
31.25,27.4,22.68,7.33,20.75,19.29625,48.58,21.9,37.65,21.62,24.4,12.03,9.47,37.85,28.57,44.35,14.53,26.75,13.07,51.45,64.8,53.38,24.88,25.05,23.19571428571428
32.72,21.65,21.75,7.3,20.5,21.43857142857143,45.17,22.05,35.67,21.6,25.52,11.32,8.1,35.83,28.38,38.15,11.55,25.2,11.32,48.62,63.95,53.83,26.06,22.12,39.12
33.56,17.03,23.1,6.67,20.83,23.354285714285712,39.12,22.08,34.6,23.02,25.68,11.43,5.6,37.58,26.92,32.2,9.75,24.02,7.72,46.4,61.98,54.2,24.33,22.88,44.0
35.66,14.62,23.85,6.72,20.6,70.0957142857143,35.92,21.85,34.85,24.55,27.55,11.22,5.08,39.38,22.72,30.8,14.05,24.73,7.42,48.55,62.95,55.73,23.86,23.65,10.43
36.38,14.43,24.65,6.12,21.5,39.68714285714285,36.72,21.12,34.88,26.7,27.32,11.73,3.9,39.33,25.62,31.9,18.17,24.38,7.3,48.35,64.2,53.47,31.46,25.83,269.6
35.33,27.98,24.92,6.17,21.15,29.801428571428573,39.73,21.57,34.15,37.12,26.12,11.85,2.33,40.67,24.85,24.7,17.67,24.23,8.42,47.2,60.25,53.25,38.87,24.95,19.752857142857145
35.67,33.92,31.2,5.72,19.83,26.06428571428572,47.58,22.42,35.68,37.45,26.25,11.45,41.07,42.95,24.2,23.07,14.6,24.6,11.52,44.75,60.0,53.38,36.5,27.35,19.792857142857144
35.18,28.3,26.88,6.7,20.02,24.842857142857145,48.25,21.52,35.65,34.47,25.35,11.78,50.58,42.85,26.43,30.12,15.15,23.75,12.35,41.27,61.35,49.85,34.73,26.75,78.1
34.97,26.42,25.05,7.45,19.9,22.775714285714287,46.85,20.48,39.35,32.95,23.33,11.55,41.62,42.5,25.75,42.92,15.35,24.07,12.43,39.75,62.4,45.75,32.42,24.65,80.8
33.62,20.1,24.65,6.97,24.55,20.16857142857143,49.98,21.88,39.85,34.28,22.75,12.12,32.38,46.95,26.25,42.3,16.68,25.57,12.93,56.85,63.1,44.15,29.58,23.15,22.726428571428567
32.06,19.7,30.9,6.62,20.7,21.607142857142858,45.5,37.5,41.9,82.35,40.65,9.75,91.4,55.95,25.48,32.05,,37.2,7.1,63.2,54.3,43.0,28.28,37.65,76.2
32.45,17.55,29.17,5.68,18.23,21.511428571428574,37.38,32.3,39.88,68.18,33.48,10.62,85.05,43.42,20.6,26.88,27.15,25.18,7.1,45.2,52.18,39.6,28.05,32.42,77.7
30.21,14.28,27.2,5.35,18.6,20.535714285714285,37.82,29.55,36.55,51.48,27.92,10.68,59.25,38.15,23.35,25.18,19.8,24.27,6.9,39.17,55.25,35.9,27.29,29.48,82.5
27.36,18.38,29.7,6.17,19.15,19.779999999999998,42.83,26.43,34.5,41.88,28.52,10.42,44.5,36.95,23.47,21.0,15.1,22.85,7.92,37.62,56.33,33.2,27.33,27.68,18.256153846153843
28.72,29.35,32.0,6.15,20.32,19.094285714285714,54.25,24.3,34.2,34.6,28.62,10.33,42.6,37.82,23.2,17.65,12.93,21.1,11.12,36.7,53.8,32.27,27.45,26.52,19.12076923076923
29.23,25.55,28.43,6.92,21.48,18.564285714285717,54.0,29.82,33.67,29.23,27.65,10.88,35.3,39.42,26.73,18.23,12.52,23.05,12.0,36.8,58.6,30.8,20.09,25.6,20.406923076923075
28.27,22.68,25.4,6.42,23.02,18.860000000000003,51.47,31.08,33.2,27.35,27.6,10.9,54.12,38.9,28.15,37.4,12.12,19.07,12.07,38.6,62.08,30.52,23.95,26.25,19.798461538461538
27.76,18.35,24.32,6.47,24.23,18.990000000000002,50.15,29.32,31.05,27.88,27.27,10.88,59.25,38.7,28.98,38.8,11.73,19.32,11.25,40.15,63.05,30.48,28.23,24.05,20.28076923076923
29.6,14.62,24.98,7.65,25.6,16.55875,42.8,28.0,32.85,36.67,32.33,10.85,54.73,37.03,29.18,33.45,14.32,17.0,7.85,42.03,64.6,29.98,29.47,24.95,21.08818181818182
29.85,12.88,25.27,8.45,25.3,17.785,40.93,26.12,35.82,41.23,38.58,10.9,70.93,37.33,22.6,33.33,17.45,58.4,7.75,46.35,63.15,29.08,23.523125,26.95,33.0
31.84,11.28,25.73,7.03,25.85,17.335,43.35,27.97,37.6,46.95,36.03,10.9,97.95,38.85,25.6,31.7,17.7,174.2,7.95,52.27,63.3,28.6,28.26,27.05,26.83
31.55,16.73,39.65,6.47,26.15,19.814285714285713,47.58,27.05,36.7,44.42,35.05,11.2,130.4,39.7,26.38,34.27,20.2,140.22,8.68,46.97,58.88,26.88,27.24,25.05,23.35
31.91,27.85,39.23,6.07,26.35,17.47125,52.28,25.75,39.65,40.52,38.2,10.8,25.553333333333338,39.42,25.7,45.95,17.3,26.210625,11.4,54.58,62.27,25.18,22.52,27.45,18.57
31.72,26.38,30.77,6.65,26.77,17.0175,52.0,25.73,36.62,36.3,53.85,11.02,24.79866666666667,39.9,28.08,38.6,12.03,25.420625,12.68,61.95,53.65,25.85,21.32,30.15,20.95
30.85,27.35,26.18,6.6,26.8,20.561111111111114,48.65,25.93,34.08,32.95,52.23,11.38,105.1,40.42,29.7,33.88,8.88,26.085625,12.97,61.45,58.08,25.52,20.93,32.35,20.75
30.27,23.73,24.4,6.45,26.75,22.525,47.35,24.18,31.45,35.33,35.0,11.45,75.58,40.47,29.57,44.35,7.9,25.411250000000003,12.48,51.25,45.85,25.35,17.86,26.88,20.82
30.64,14.12,25.48,6.2,24.42,24.1875,40.85,22.73,34.92,36.75,24.95,11.18,72.9,38.08,28.9,43.83,6.4,25.208125,8.05,44.5,42.08,25.77,23.97,27.43,23.8
31.7,11.38,26.7,7.7,26.15,65.08500000000001,42.4,22.75,33.7,34.8,20.02,10.97,63.88,35.62,20.69181818181818,32.75,12.65,30.84375,7.12,45.62,35.0,28.12,24.27,30.38,21.35
33.73,10.75,27.4,6.45,25.5,38.37875,49.7,23.45,33.22,26.95,18.2,11.05,55.77,44.7,22.175454545454546,26.78,16.9,26.768749999999997,7.03,44.85,48.0,67.75,35.55,32.03,21.7
37.7,18.9,42.33,5.85,25.98,29.52625,50.92,25.1,31.1,21.1,16.05,11.05,50.68,42.23,21.771818181818183,24.82,13.53,26.574375000000003,7.9,47.58,52.88,71.02,52.09,28.8,22.8
37.66,29.4,42.35,5.68,25.32,26.415,55.98,25.0,33.9,25.7,15.6,11.22,52.12,40.58,21.355454545454545,22.85,9.2,34.765,10.7,48.1,51.98,69.55,46.73,31.2,23.48
36.2,27.98,32.15,5.92,24.23,25.365,58.3,24.23,34.72,26.6,15.72,11.68,47.83,41.5,21.64,21.62,7.57,27.1825,11.47,45.58,48.28,69.07,40.42,29.18,25.12
36.51,25.3,28.68,6.1,24.2,23.35375,61.45,24.95,30.65,28.5,15.6,11.75,43.15,43.27,20.895454545454545,22.18,8.5,26.04875,11.82,45.08,54.2,67.6,38.05,30.6,22.15
36.14,21.53,27.82,7.03,29.52,20.92125,68.5,45.4,35.75,36.12,14.93,12.68,52.05,47.67,21.46181818181818,39.2,13.72,29.871333333333336,13.57,54.28,69.95,71.5,35.57,28.98,22.73
31.01,18.0,35.05,6.33,23.05,22.21875,58.0,58.6,31.85,53.95,23.4,11.65,43.6,55.4,19.513636363636365,34.7,,40.84375,7.75,61.0,53.84285714285715,70.05,33.46,46.0,18.9
31.4,17.38,32.83,7.35,20.45,22.481250000000003,47.18,44.42,31.12,63.92,21.52,12.6,35.12,44.55,15.902727272727274,32.83,28.75,28.328125,7.4,43.35,42.862857142857145,64.93,32.22,37.8,19.38
31.67,15.48,33.28,7.45,21.35,21.50625,46.17,32.72,29.12,53.83,20.6,12.55,34.65,39.1,17.16090909090909,27.23,15.6,28.4475,7.17,37.52,41.86071428571429,61.55,31.29,32.1,22.3
33.96,16.88,37.42,5.58,21.45,20.778750000000002,48.52,25.73,30.02,45.25,19.5,12.35,35.7,37.2,17.420909090909092,23.83,10.95,26.48125,6.95,35.5,41.86785714285714,58.12,30.78,31.12,24.8
34.48,26.38,37.45,7.27,21.77,20.165,54.25,23.1,30.07,33.35,18.85,12.65,36.5,38.0,21.6,21.6,8.2,26.903125000000003,10.33,33.52,40.327857142857134,53.32,30.35,29.65,26.62
33.5,25.77,31.43,8.45,22.52,19.845,54.62,27.5,31.48,31.62,20.0,13.0,37.8,38.38,25.8,19.25,7.03,35.603125000000006,11.4,33.25,41.36357142857143,38.43,24.81,28.18,28.73
31.41,22.62,27.1,7.5,23.08,20.165,53.12,28.1,30.72,24.38,22.15,12.85,39.27,39.0,25.98,21.45,5.9,28.22625,11.95,34.48,20.85,25.03,24.59,28.45,23.72
32.03,17.4,25.15,6.58,23.95,20.25125,53.33,29.0,30.62,27.2,24.6,12.77,39.92,39.05,26.17,34.35,6.1,28.931874999999998,12.15,36.8,26.7,71.4,30.18,26.62,22.5
33.13,13.38,25.7,5.98,23.8,17.883333333333333,47.57,29.22,28.0,26.7,25.9,12.67,39.92,39.52,27.93,39.58,19.62,25.570625,8.12,39.62,26.85,61.2,33.7,26.98,22.64272727272727
31.21,11.5,27.42,7.1,24.0,56.873333333333335,45.15,29.38,29.17,29.52,27.43,12.72,39.85,38.5,21.77,34.52,28.38,26.25,7.7,44.15,26.43,66.6,33.88,31.0,27.28
31.29,10.53,27.65,5.57,24.7,36.66111111111111,46.15,29.02,31.4,38.22,27.15,12.23,37.45,39.45,22.43,27.8,23.52,24.5,7.75,50.1,35.25,64.58,31.72,33.3,24.8
33.23,13.0,44.55,5.43,25.55,34.96,54.55,29.35,28.12,44.28,25.95,11.68,37.2,40.58,22.7,25.2,19.43,21.27,7.47,52.67,43.25,63.2,32.09,32.15,23.1
33.05,23.62,43.0,5.25,25.7,28.380000000000003,60.55,29.85,39.25,50.67,24.55,12.07,36.9,41.02,23.62,25.9,15.35,18.88,10.45,52.3,50.75,67.05,33.62,34.8,26.6
33.22,25.82,33.38,5.8,25.07,27.76666666666667,58.08,29.53,33.4,46.88,23.95,12.5,37.05,40.5,28.55,35.62,12.43,16.35,11.8,50.0,55.62,65.6,34.1,33.58,27.57
32.58,23.5,27.58,6.08,25.58,27.813,57.05,29.5,28.82,46.95,23.6,12.5,35.35,39.8,30.95,40.88,9.7,16.0,12.38,50.5,51.45,65.8,33.66,33.53,28.12
